"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","5594","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","8","2","1","10.921862","0","22"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","9","2","1","13.028003","0","33"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","9","1","1","13.149611","0","44"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","13","1","1","25.788910","0","103"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","8","3","1","11.078115","0","38"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","73","2","1","133.533096","0","1891"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","111","1","1","132.702728","0","929"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","73","1","1","100.944504","0","617"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","13","1","1","17.916653","0","55"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","33","1","1","47.860733","0","195"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","19","1","1","29.286200","0","101"
"/Engine/VREditor/TransformGizmo/Main.Main","0","13","1","1","29.331043","0","54"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","13","4","1","32.881187","0","37"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","47","8","1","63.303783","0","295"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","19","2","1","37.185963","0","155"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","19","7","1","27.793396","0","168"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","40","1","1","36.095032","0","394"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","45","1","1","147.461319","0","142"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","31","1","1","42.821877","0","118"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","31","3","1","45.024563","0","384"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","31","7","1","44.739883","0","172"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","8","8","1","10.628829","0","10"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","52","7","1","74.561737","0","341"
"/Game/CartoonWaterShader/Materials/Particles/M_Firefly.M_Firefly","0","31","6","1","33.754601","0","449"
"/Game/Blueprints/Blueprints_Custom/Cartoon_rock.Cartoon_rock","0","19","7","1","25.727966","0","181"
"/Game/Assests/Weapons/Material_005.Material_005","0","19","1","1","26.113708","0","208"
"/Game/Assests/Weapons/Material_004.Material_004","0","19","1","1","25.637938","0","208"
"/Game/Assests/Weapons/Material_003.Material_003","0","19","1","1","26.120296","0","208"
"/Game/Assests/Weapons/Material_002.Material_002","0","19","1","1","27.778011","0","208"
"/Game/Assests/Weapons/Material_001.Material_001","0","19","1","1","25.225754","0","208"
"/Game/Assests/Weapons/Material.Material","0","19","1","1","26.000034","0","202"
"/Game/Assests/Weapons/lambert1.lambert1","0","19","1","1","25.374701","0","208"
"/Game/Assests/Tiles/lambert1.lambert1","0","19","1","1","0.000000","0","208"
"/Game/Assests/Snow/lambert1.lambert1","0","19","1","1","0.000000","0","208"
"/Game/Assests/Rocks/standardSurface2.standardSurface2","0","19","1","1","26.077377","0","208"
"/Game/Assests/Rocks/lambert1.lambert1","0","19","1","1","0.000000","0","208"
"/Game/Assests/Grass/lambert1.lambert1","0","19","1","1","0.000000","0","208"
"/Game/Assests/Equipment/standardSurface1.standardSurface1","0","19","1","1","25.963263","0","208"
"/Game/Assests/Equipment/Material_001.Material_001","0","19","1","1","0.000000","0","208"
"/Game/Assests/Equipment/lambert2.lambert2","0","19","1","1","25.497095","0","195"
"/Game/Assests/Equipment/lambert1.lambert1","0","19","1","1","0.000000","0","208"
"/Game/Assests/Dragon/WingMembrane.WingMembrane","0","52","1","1","68.722404","0","1425"
"/Game/Assests/Dragon/Teeth.Teeth","0","52","1","1","69.110016","0","1368"
"/Game/Assests/Dragon/Mouth.Mouth","0","52","6","1","69.790138","0","1392"
"/Game/Assests/Dragon/Eyes.Eyes","0","52","2","1","68.343376","0","1351"
"/Game/Assests/Dragon/Claws.Claws","0","52","1","1","69.899513","0","1429"
